1e-22, 5000, False, 0.95, 0.1, 8,-1.02
1e-22, 5000, False, 0.95, 0.2, 8,-1.02
1e-22, 5000, False, 0.95, 0.4, 8,-1.02
1e-22, 5000, False, 0.95, 0.05, 16,-1.02
1e-22, 5000, False, 0.95, 0.1, 16,-1.02
1e-22, 5000, False, 0.95, 0.2, 16,-1.02
1e-22, 5000, False, 0.95, 0.4, 16,-1.02
1e-22, 5000, False, 0.95, 0.05, 32,-1.02
1e-22, 5000, False, 0.95, 0.1, 32,-1.02
1e-22, 5000, False, 0.95, 0.2, 32,-1.02
1e-22, 5000, False, 0.95, 0.4, 32,-1.02
1e-22, 5000, False, 0.95, 0.05, 64,-1.02
1e-22, 5000, False, 0.95, 0.1, 64,-1.02
1e-22, 5000, False, 0.95, 0.2, 64,-1.02
1e-22, 5000, False, 0.95, 0.4, 64,-1.02
1e-22, 5000, False, 0.95, 0.05, 100,-1.02
1e-22, 5000, False, 0.95, 0.1, 100,-1.02
1e-22, 5000, False, 0.95, 0.2, 100,-1.02
1e-22, 5000, False, 0.95, 0.4, 100,-1.02
1e-22, 5000, False, 0.98, 0.05, 1,-1.02
1e-22, 5000, False, 0.98, 0.1, 1,-1.02
1e-22, 5000, False, 0.98, 0.2, 1,-1.02
1e-22, 5000, False, 0.98, 0.05, 2,-1.02
1e-22, 5000, False, 0.98, 0.1, 2,-1.02
1e-22, 5000, False, 0.98, 0.2, 2,-1.02
1e-22, 5000, False, 0.98, 0.05, 4,-1.02
1e-22, 5000, False, 0.98, 0.1, 4,-1.02
1e-22, 5000, False, 0.98, 0.2, 4,-1.02
1e-22, 5000, False, 0.98, 0.05, 8,-1.02
1e-22, 5000, False, 0.98, 0.1, 8,-1.02
1e-22, 5000, False, 0.98, 0.2, 8,-1.02
1e-22, 5000, False, 0.98, 0.05, 16,-1.02
1e-22, 5000, False, 0.98, 0.1, 16,-1.02
1e-22, 5000, False, 0.98, 0.2, 16,-1.02
1e-22, 5000, False, 0.98, 0.05, 32,-1.02
1e-22, 5000, False, 0.98, 0.1, 32,-1.02
1e-22, 5000, False, 0.98, 0.2, 32,-1.02
1e-22, 5000, False, 0.98, 0.05, 64,-1.02
1e-22, 5000, False, 0.98, 0.1, 64,-1.02
1e-22, 5000, False, 0.98, 0.2, 64,-1.02
1e-22, 5000, False, 0.98, 0.05, 100,-1.02
1e-22, 5000, False, 0.98, 0.1, 100,-1.02
1e-22, 5000, False, 0.98, 0.2, 100,-1.02
1e-22, 5000, True, 0.7, 0.05, 1,-1.02
1e-22, 5000, True, 0.7, 0.1, 1,-1.02
1e-22, 5000, True, 0.7, 0.2, 1,-1.02
1e-22, 5000, True, 0.7, 0.4, 1,-1.02
1e-22, 5000, True, 0.7, 0.05, 2,-1.02
1e-22, 5000, True, 0.7, 0.1, 2,-1.02
1e-22, 5000, True, 0.7, 0.2, 2,-1.02
1e-22, 5000, True, 0.7, 0.4, 2,-1.02
1e-22, 5000, True, 0.7, 0.05, 4,-1.02
1e-22, 5000, True, 0.7, 0.1, 4,-1.02
1e-22, 5000, True, 0.7, 0.2, 4,-1.02
1e-22, 5000, True, 0.7, 0.4, 4,-1.02
1e-22, 5000, True, 0.7, 0.05, 8,-1.02
1e-22, 5000, True, 0.7, 0.1, 8,-1.02
1e-22, 5000, True, 0.7, 0.2, 8,-1.02
1e-22, 5000, True, 0.7, 0.4, 8,-1.02
1e-22, 5000, True, 0.7, 0.05, 16,-1.02
1e-22, 5000, True, 0.7, 0.1, 16,-1.02
1e-22, 5000, True, 0.7, 0.2, 16,-1.02
1e-22, 5000, True, 0.7, 0.4, 16,-1.02
1e-22, 5000, True, 0.7, 0.05, 32,-1.02
1e-22, 5000, True, 0.7, 0.1, 32,-1.02
1e-22, 5000, True, 0.7, 0.2, 32,-1.02
1e-22, 5000, True, 0.7, 0.4, 32,-1.02
1e-22, 5000, True, 0.7, 0.05, 64,-1.02
1e-22, 5000, True, 0.7, 0.1, 64,-1.02
1e-22, 5000, True, 0.7, 0.2, 64,-1.02
1e-22, 5000, True, 0.7, 0.4, 64,-1.02
1e-22, 5000, True, 0.7, 0.05, 100,-1.02
1e-22, 5000, True, 0.7, 0.1, 100,-1.02
1e-22, 5000, True, 0.7, 0.2, 100,-1.02
1e-22, 5000, True, 0.7, 0.4, 100,-1.02
1e-22, 5000, True, 0.9, 0.05, 1,-1.02
1e-22, 5000, True, 0.9, 0.1, 1,-1.02
1e-22, 5000, True, 0.9, 0.2, 1,-1.02
1e-22, 5000, True, 0.9, 0.4, 1,-1.02
1e-22, 5000, True, 0.9, 0.05, 2,-1.02
1e-22, 5000, True, 0.9, 0.1, 2,-1.02
1e-22, 5000, True, 0.9, 0.2, 2,-1.02
1e-22, 5000, True, 0.9, 0.4, 2,-1.02
1e-22, 5000, True, 0.9, 0.05, 4,-1.02
1e-22, 5000, True, 0.9, 0.1, 4,-1.02
1e-22, 5000, True, 0.9, 0.2, 4,-1.02
1e-22, 5000, True, 0.9, 0.4, 4,-1.02
1e-22, 5000, True, 0.9, 0.05, 8,-1.02
1e-22, 5000, True, 0.9, 0.1, 8,-1.02
1e-22, 5000, True, 0.9, 0.2, 8,-1.02
1e-22, 5000, True, 0.9, 0.4, 8,-1.02
1e-22, 5000, True, 0.9, 0.05, 16,-1.02
1e-22, 5000, True, 0.9, 0.1, 16,-1.02
1e-22, 5000, True, 0.9, 0.2, 16,-1.02
1e-22, 5000, True, 0.9, 0.4, 16,-1.02
1e-22, 5000, True, 0.9, 0.05, 32,-1.02
1e-22, 5000, True, 0.9, 0.1, 32,-1.02
1e-22, 5000, True, 0.9, 0.2, 32,-1.02
1e-22, 5000, True, 0.9, 0.4, 32,-1.02
1e-22, 5000, True, 0.9, 0.05, 64,-1.02
1e-22, 5000, True, 0.9, 0.1, 64,-1.02
1e-22, 5000, True, 0.9, 0.2, 64,-1.02
1e-22, 5000, True, 0.9, 0.4, 64,-1.02
1e-22, 5000, True, 0.9, 0.05, 100,-1.02
1e-22, 5000, True, 0.9, 0.1, 100,-1.02
1e-22, 5000, True, 0.9, 0.2, 100,-1.02
1e-22, 5000, True, 0.9, 0.4, 100,-1.02
1e-22, 5000, True, 0.95, 0.05, 1,-1.02
1e-22, 5000, True, 0.95, 0.1, 1,-1.02
1e-22, 5000, True, 0.95, 0.2, 1,-1.02
1e-22, 5000, True, 0.95, 0.4, 1,-1.02
1e-22, 5000, True, 0.95, 0.05, 2,-1.02
1e-22, 5000, True, 0.95, 0.1, 2,-1.02
1e-22, 5000, True, 0.95, 0.2, 2,-1.02
1e-22, 5000, True, 0.95, 0.4, 2,-1.02
1e-22, 5000, True, 0.95, 0.05, 4,-1.02
1e-22, 5000, True, 0.95, 0.1, 4,-1.02
1e-22, 5000, True, 0.95, 0.2, 4,-1.02
1e-22, 5000, True, 0.95, 0.4, 4,-1.02
1e-22, 5000, True, 0.95, 0.05, 8,-1.02
1e-22, 5000, True, 0.95, 0.1, 8,-1.02
1e-22, 5000, True, 0.95, 0.2, 8,-1.02
1e-22, 5000, True, 0.95, 0.4, 8,-1.02
1e-22, 5000, True, 0.95, 0.05, 16,-1.02
1e-22, 5000, True, 0.95, 0.1, 16,-1.02
1e-22, 5000, True, 0.95, 0.2, 16,-1.02
1e-22, 5000, True, 0.95, 0.4, 16,-1.02
1e-22, 5000, True, 0.95, 0.05, 32,-1.02
1e-22, 5000, True, 0.95, 0.1, 32,-1.02
1e-22, 5000, True, 0.95, 0.2, 32,-1.02
1e-22, 5000, True, 0.95, 0.4, 32,-1.02
1e-22, 5000, True, 0.95, 0.05, 64,-1.02
1e-22, 5000, True, 0.95, 0.1, 64,-1.02
1e-22, 5000, True, 0.95, 0.2, 64,-1.02
1e-22, 5000, True, 0.95, 0.4, 64,-1.02
1e-22, 5000, True, 0.95, 0.05, 100,-1.02
1e-22, 5000, True, 0.95, 0.1, 100,-1.02
1e-22, 5000, True, 0.95, 0.2, 100,-1.02
1e-22, 5000, True, 0.95, 0.4, 100,-1.02
1e-22, 5000, True, 0.98, 0.05, 1,-1.02
1e-22, 5000, True, 0.98, 0.1, 1,-1.02
1e-22, 5000, True, 0.98, 0.2, 1,-1.02
1e-22, 5000, True, 0.98, 0.05, 2,-1.02
1e-22, 5000, True, 0.98, 0.1, 2,-1.02
1e-22, 5000, True, 0.98, 0.2, 2,-1.02
1e-22, 5000, True, 0.98, 0.05, 4,-1.02
1e-22, 5000, True, 0.98, 0.1, 4,-1.02
1e-22, 5000, True, 0.98, 0.2, 4,-1.02
1e-22, 5000, True, 0.98, 0.05, 8,-1.02
1e-22, 5000, True, 0.98, 0.1, 8,-1.02
1e-22, 5000, True, 0.98, 0.2, 8,-1.02
1e-22, 5000, True, 0.98, 0.05, 16,-1.02
1e-22, 5000, True, 0.98, 0.1, 16,-1.02
1e-22, 5000, True, 0.98, 0.2, 16,-1.02
1e-22, 5000, True, 0.98, 0.05, 32,-1.02
1e-22, 5000, True, 0.98, 0.1, 32,-1.02
1e-22, 5000, True, 0.98, 0.2, 32,-1.02
1e-22, 5000, True, 0.98, 0.05, 64,-1.02
1e-22, 5000, True, 0.98, 0.1, 64,-1.02
1e-22, 5000, True, 0.98, 0.2, 64,-1.02
1e-22, 5000, True, 0.98, 0.05, 100,-1.02
1e-22, 5000, True, 0.98, 0.1, 100,-1.02
1e-22, 5000, True, 0.98, 0.2, 100,-1.02
1e-25, 5000, False, 0.7, 0.05, 1,-1.02
1e-25, 5000, False, 0.7, 0.1, 1,-1.02
1e-25, 5000, False, 0.7, 0.2, 1,-1.02
1e-25, 5000, False, 0.7, 0.4, 1,-1.02
1e-25, 5000, False, 0.7, 0.05, 2,-1.02
1e-25, 5000, False, 0.7, 0.1, 2,-1.02
1e-25, 5000, False, 0.7, 0.2, 2,-1.02
1e-25, 5000, False, 0.7, 0.4, 2,-1.02
1e-25, 5000, False, 0.7, 0.05, 4,-1.02
1e-25, 5000, False, 0.7, 0.1, 4,-1.02
1e-25, 5000, False, 0.7, 0.2, 4,-1.02
1e-25, 5000, False, 0.7, 0.4, 4,-1.02
1e-25, 5000, False, 0.7, 0.05, 8,-1.02
1e-25, 5000, False, 0.7, 0.1, 8,-1.02
1e-25, 5000, False, 0.7, 0.2, 8,-1.02
1e-25, 5000, False, 0.7, 0.4, 8,-1.02
1e-25, 5000, False, 0.7, 0.05, 16,-1.02
1e-25, 5000, False, 0.7, 0.1, 16,-1.02
1e-25, 5000, False, 0.7, 0.2, 16,-1.02
1e-25, 5000, False, 0.7, 0.4, 16,-1.02
1e-25, 5000, False, 0.7, 0.05, 32,-1.02
1e-25, 5000, False, 0.7, 0.1, 32,-1.02
1e-25, 5000, False, 0.7, 0.2, 32,-1.02
1e-25, 5000, False, 0.7, 0.4, 32,-1.02
1e-25, 5000, False, 0.7, 0.05, 64,-1.02
1e-25, 5000, False, 0.7, 0.1, 64,-1.02
1e-25, 5000, False, 0.7, 0.2, 64,-1.02
1e-25, 5000, False, 0.7, 0.4, 64,-1.02
1e-25, 5000, False, 0.7, 0.05, 100,-1.02
1e-25, 5000, False, 0.7, 0.1, 100,-1.02
1e-25, 5000, False, 0.7, 0.2, 100,-1.02
1e-25, 5000, False, 0.7, 0.4, 100,-1.02
1e-25, 5000, False, 0.9, 0.05, 1,-1.02
1e-25, 5000, False, 0.9, 0.1, 1,-1.02
1e-25, 5000, False, 0.9, 0.2, 1,-1.02
1e-25, 5000, False, 0.9, 0.4, 1,-1.02
1e-25, 5000, False, 0.9, 0.05, 2,-1.02
1e-25, 5000, False, 0.9, 0.1, 2,-1.02
1e-25, 5000, False, 0.9, 0.2, 2,-1.02
1e-25, 5000, False, 0.9, 0.4, 2,-1.02
1e-25, 5000, False, 0.9, 0.05, 4,-1.02
1e-25, 5000, False, 0.9, 0.1, 4,-1.02
1e-25, 5000, False, 0.9, 0.2, 4,-1.02
1e-25, 5000, False, 0.9, 0.4, 4,-1.02
1e-25, 5000, False, 0.9, 0.05, 8,-1.02
1e-25, 5000, False, 0.9, 0.1, 8,-1.02
1e-25, 5000, False, 0.9, 0.2, 8,-1.02
1e-25, 5000, False, 0.9, 0.4, 8,-1.02
1e-25, 5000, False, 0.9, 0.05, 16,-1.02
1e-25, 5000, False, 0.9, 0.1, 16,-1.02
1e-25, 5000, False, 0.9, 0.2, 16,-1.02
1e-25, 5000, False, 0.9, 0.4, 16,-1.02
1e-25, 5000, False, 0.9, 0.05, 32,-1.02
1e-25, 5000, False, 0.9, 0.1, 32,-1.02
1e-25, 5000, False, 0.9, 0.2, 32,-1.02
1e-25, 5000, False, 0.9, 0.4, 32,-1.02
1e-25, 5000, False, 0.9, 0.05, 64,-1.02
1e-25, 5000, False, 0.9, 0.1, 64,-1.02
1e-25, 5000, False, 0.9, 0.2, 64,-1.02
1e-25, 5000, False, 0.9, 0.4, 64,-1.02
1e-25, 5000, False, 0.9, 0.05, 100,-1.02
1e-25, 5000, False, 0.9, 0.1, 100,-1.02
1e-25, 5000, False, 0.9, 0.2, 100,-1.02
1e-25, 5000, False, 0.9, 0.4, 100,-1.02
1e-25, 5000, False, 0.95, 0.05, 1,-1.02
1e-25, 5000, False, 0.95, 0.1, 1,-1.02
1e-25, 5000, False, 0.95, 0.2, 1,-1.02
1e-25, 5000, False, 0.95, 0.4, 1,-1.02
1e-25, 5000, False, 0.95, 0.05, 2,-1.02
1e-25, 5000, False, 0.95, 0.1, 2,-1.02
1e-25, 5000, False, 0.95, 0.2, 2,-1.02
1e-25, 5000, False, 0.95, 0.4, 2,-1.02
1e-25, 5000, False, 0.95, 0.05, 4,-1.02
1e-25, 5000, False, 0.95, 0.1, 4,-1.02
1e-25, 5000, False, 0.95, 0.2, 4,-1.02
1e-25, 5000, False, 0.95, 0.4, 4,-1.02
1e-25, 5000, False, 0.95, 0.05, 8,-1.02
1e-25, 5000, False, 0.95, 0.1, 8,-1.02
1e-25, 5000, False, 0.95, 0.2, 8,-1.02
1e-25, 5000, False, 0.95, 0.4, 8,-1.02
1e-25, 5000, False, 0.95, 0.05, 16,-1.02
1e-25, 5000, False, 0.95, 0.1, 16,-1.02
1e-25, 5000, False, 0.95, 0.2, 16,-1.02
1e-25, 5000, False, 0.95, 0.4, 16,-1.02
1e-25, 5000, False, 0.95, 0.05, 32,-1.02
1e-25, 5000, False, 0.95, 0.1, 32,-1.02
1e-25, 5000, False, 0.95, 0.2, 32,-1.02
1e-25, 5000, False, 0.95, 0.4, 32,-1.02
1e-25, 5000, False, 0.95, 0.05, 64,-1.02
1e-25, 5000, False, 0.95, 0.1, 64,-1.02
1e-25, 5000, False, 0.95, 0.2, 64,-1.02
1e-25, 5000, False, 0.95, 0.4, 64,-1.02
1e-25, 5000, False, 0.95, 0.05, 100,-1.02
1e-25, 5000, False, 0.95, 0.1, 100,-1.02
1e-25, 5000, False, 0.95, 0.2, 100,-1.02
1e-25, 5000, False, 0.95, 0.4, 100,-1.02
1e-25, 5000, False, 0.98, 0.05, 1,-1.02
1e-25, 5000, False, 0.98, 0.1, 1,-1.02
1e-25, 5000, False, 0.98, 0.2, 1,-1.02
1e-25, 5000, False, 0.98, 0.4, 1,-1.02
1e-25, 5000, False, 0.98, 0.05, 2,-1.02
1e-25, 5000, False, 0.98, 0.1, 2,-1.02
1e-25, 5000, False, 0.98, 0.2, 2,-1.02
1e-25, 5000, False, 0.98, 0.4, 2,-1.02
1e-25, 5000, False, 0.98, 0.05, 4,-1.02
1e-25, 5000, False, 0.98, 0.1, 4,-1.02
1e-25, 5000, False, 0.98, 0.2, 4,-1.02
1e-25, 5000, False, 0.98, 0.4, 4,-1.02
1e-25, 5000, False, 0.98, 0.05, 8,-1.02
1e-25, 5000, False, 0.98, 0.1, 8,-1.02
1e-25, 5000, False, 0.98, 0.2, 8,-1.02
1e-25, 5000, False, 0.98, 0.4, 8,-1.02
1e-25, 5000, False, 0.98, 0.05, 16,-1.02
1e-25, 5000, False, 0.98, 0.1, 16,-1.02
1e-25, 5000, False, 0.98, 0.2, 16,-1.02
1e-25, 5000, False, 0.98, 0.4, 16,-1.02
1e-25, 5000, False, 0.98, 0.05, 32,-1.02
1e-25, 5000, False, 0.98, 0.1, 32,-1.02
1e-25, 5000, False, 0.98, 0.2, 32,-1.02
1e-25, 5000, False, 0.98, 0.4, 32,-1.02
1e-25, 5000, False, 0.98, 0.05, 64,-1.02
1e-25, 5000, False, 0.98, 0.1, 64,-1.02
1e-25, 5000, False, 0.98, 0.2, 64,-1.02
1e-25, 5000, False, 0.98, 0.4, 64,-1.02
1e-25, 5000, False, 0.98, 0.05, 100,-1.02
1e-25, 5000, False, 0.98, 0.1, 100,-1.02
1e-25, 5000, False, 0.98, 0.2, 100,-1.02
1e-25, 5000, False, 0.98, 0.4, 100,-1.02
1e-25, 5000, True, 0.7, 0.05, 1,-1.02
1e-25, 5000, True, 0.7, 0.1, 1,-1.02
1e-25, 5000, True, 0.7, 0.2, 1,-1.02
1e-25, 5000, True, 0.7, 0.4, 1,-1.02
1e-25, 5000, True, 0.7, 0.05, 2,-1.02
1e-25, 5000, True, 0.7, 0.1, 2,-1.02
1e-25, 5000, True, 0.7, 0.2, 2,-1.02
1e-25, 5000, True, 0.7, 0.4, 2,-1.02
1e-25, 5000, True, 0.7, 0.05, 4,-1.02
1e-25, 5000, True, 0.7, 0.1, 4,-1.02
1e-25, 5000, True, 0.7, 0.2, 4,-1.02
1e-25, 5000, True, 0.7, 0.4, 4,-1.02
1e-25, 5000, True, 0.7, 0.05, 8,-1.02
1e-25, 5000, True, 0.7, 0.1, 8,-1.02
1e-25, 5000, True, 0.7, 0.2, 8,-1.02
1e-25, 5000, True, 0.7, 0.4, 8,-1.02
1e-25, 5000, True, 0.7, 0.05, 16,-1.02
1e-25, 5000, True, 0.7, 0.1, 16,-1.02
1e-25, 5000, True, 0.7, 0.2, 16,-1.02
1e-25, 5000, True, 0.7, 0.4, 16,-1.02
1e-25, 5000, True, 0.7, 0.05, 32,-1.02
1e-25, 5000, True, 0.7, 0.1, 32,-1.02
1e-25, 5000, True, 0.7, 0.2, 32,-1.02
1e-25, 5000, True, 0.7, 0.4, 32,-1.02
1e-25, 5000, True, 0.7, 0.05, 64,-1.02
1e-25, 5000, True, 0.7, 0.1, 64,-1.02
1e-25, 5000, True, 0.7, 0.2, 64,-1.02
1e-25, 5000, True, 0.7, 0.4, 64,-1.02
1e-25, 5000, True, 0.7, 0.05, 100,-1.02
1e-25, 5000, True, 0.7, 0.1, 100,-1.02
1e-25, 5000, True, 0.7, 0.2, 100,-1.02
1e-25, 5000, True, 0.7, 0.4, 100,-1.02
1e-25, 5000, True, 0.9, 0.05, 1,-1.02
1e-25, 5000, True, 0.9, 0.1, 1,-1.02
1e-25, 5000, True, 0.9, 0.2, 1,-1.02
1e-25, 5000, True, 0.9, 0.4, 1,-1.02
1e-25, 5000, True, 0.9, 0.05, 2,-1.02
1e-25, 5000, True, 0.9, 0.1, 2,-1.02
1e-25, 5000, True, 0.9, 0.2, 2,-1.02
1e-25, 5000, True, 0.9, 0.4, 2,-1.02
1e-25, 5000, True, 0.9, 0.05, 4,-1.02
1e-25, 5000, True, 0.9, 0.1, 4,-1.02
1e-25, 5000, True, 0.9, 0.2, 4,-1.02
1e-25, 5000, True, 0.9, 0.4, 4,-1.02
1e-25, 5000, True, 0.9, 0.05, 8,-1.02
1e-25, 5000, True, 0.9, 0.1, 8,-1.02
1e-25, 5000, True, 0.9, 0.2, 8,-1.02
1e-25, 5000, True, 0.9, 0.4, 8,-1.02
1e-25, 5000, True, 0.9, 0.05, 16,-1.02
1e-25, 5000, True, 0.9, 0.1, 16,-1.02
1e-25, 5000, True, 0.9, 0.2, 16,-1.02
1e-25, 5000, True, 0.9, 0.4, 16,-1.02
1e-25, 5000, True, 0.9, 0.05, 32,-1.02
1e-25, 5000, True, 0.9, 0.1, 32,-1.02
1e-25, 5000, True, 0.9, 0.2, 32,-1.02
1e-25, 5000, True, 0.9, 0.4, 32,-1.02
1e-25, 5000, True, 0.9, 0.05, 64,-1.02
1e-25, 5000, True, 0.9, 0.1, 64,-1.02
1e-25, 5000, True, 0.9, 0.2, 64,-1.02
1e-25, 5000, True, 0.9, 0.4, 64,-1.02
1e-25, 5000, True, 0.9, 0.05, 100,-1.02
1e-25, 5000, True, 0.9, 0.1, 100,-1.02
1e-25, 5000, True, 0.9, 0.2, 100,-1.02
1e-25, 5000, True, 0.9, 0.4, 100,-1.02
1e-25, 5000, True, 0.95, 0.05, 1,-1.02
1e-25, 5000, True, 0.95, 0.1, 1,-1.02
1e-25, 5000, True, 0.95, 0.2, 1,-1.02
1e-25, 5000, True, 0.95, 0.4, 1,-1.02
1e-25, 5000, True, 0.95, 0.05, 2,-1.02
1e-25, 5000, True, 0.95, 0.1, 2,-1.02
1e-25, 5000, True, 0.95, 0.2, 2,-1.02
1e-25, 5000, True, 0.95, 0.4, 2,-1.02
1e-25, 5000, True, 0.95, 0.05, 4,-1.02
1e-25, 5000, True, 0.95, 0.1, 4,-1.02
1e-25, 5000, True, 0.95, 0.2, 4,-1.02
1e-25, 5000, True, 0.95, 0.4, 4,-1.02
1e-25, 5000, True, 0.95, 0.05, 8,-1.02
1e-25, 5000, True, 0.95, 0.1, 8,-1.02
1e-25, 5000, True, 0.95, 0.2, 8,-1.02
1e-25, 5000, True, 0.95, 0.4, 8,-1.02
1e-25, 5000, True, 0.95, 0.05, 16,-1.02
1e-25, 5000, True, 0.95, 0.1, 16,-1.02
1e-25, 5000, True, 0.95, 0.2, 16,-1.02
1e-25, 5000, True, 0.95, 0.4, 16,-1.02
1e-25, 5000, True, 0.95, 0.05, 32,-1.02
1e-25, 5000, True, 0.95, 0.1, 32,-1.02
1e-25, 5000, True, 0.95, 0.2, 32,-1.02
1e-25, 5000, True, 0.95, 0.4, 32,-1.02
1e-25, 5000, True, 0.95, 0.05, 64,-1.02
1e-25, 5000, True, 0.95, 0.1, 64,-1.02
1e-25, 5000, True, 0.95, 0.2, 64,-1.02
1e-25, 5000, True, 0.95, 0.4, 64,-1.02
1e-25, 5000, True, 0.95, 0.05, 100,-1.02
1e-25, 5000, True, 0.95, 0.1, 100,-1.02
1e-25, 5000, True, 0.95, 0.2, 100,-1.02
1e-25, 5000, True, 0.95, 0.4, 100,-1.02
1e-25, 5000, True, 0.98, 0.05, 1,-1.02
1e-25, 5000, True, 0.98, 0.1, 1,-1.02
1e-25, 5000, True, 0.98, 0.2, 1,-1.02
1e-25, 5000, True, 0.98, 0.4, 1,-1.02
1e-25, 5000, True, 0.98, 0.05, 2,-1.02
1e-25, 5000, True, 0.98, 0.1, 2,-1.02
1e-25, 5000, True, 0.98, 0.2, 2,-1.02
1e-25, 5000, True, 0.98, 0.4, 2,-1.02
1e-25, 5000, True, 0.98, 0.05, 4,-1.02
1e-25, 5000, True, 0.98, 0.1, 4,-1.02
1e-25, 5000, True, 0.98, 0.2, 4,-1.02
1e-25, 5000, True, 0.98, 0.4, 4,-1.02
1e-25, 5000, True, 0.98, 0.05, 8,-1.02
1e-25, 5000, True, 0.98, 0.1, 8,-1.02
1e-25, 5000, True, 0.98, 0.2, 8,-1.02
1e-25, 5000, True, 0.98, 0.4, 8,-1.02
1e-25, 5000, True, 0.98, 0.05, 16,-1.02
1e-25, 5000, True, 0.98, 0.1, 16,-1.02
1e-25, 5000, True, 0.98, 0.2, 16,-1.02
1e-25, 5000, True, 0.98, 0.4, 16,-1.02
1e-25, 5000, True, 0.98, 0.05, 32,-1.02
1e-25, 5000, True, 0.98, 0.1, 32,-1.02
1e-25, 5000, True, 0.98, 0.2, 32,-1.02
1e-25, 5000, True, 0.98, 0.4, 32,-1.02
1e-25, 5000, True, 0.98, 0.05, 64,-1.02
1e-25, 5000, True, 0.98, 0.1, 64,-1.02
1e-25, 5000, True, 0.98, 0.2, 64,-1.02
1e-25, 5000, True, 0.98, 0.4, 64,-1.02
1e-25, 5000, True, 0.98, 0.05, 100,-1.02
1e-25, 5000, True, 0.98, 0.1, 100,-1.02
1e-25, 5000, True, 0.98, 0.2, 100,-1.02
1e-25, 5000, True, 0.98, 0.4, 100,-1.02
0.1, 2000, False, 0.7, 0.05, 1,-2.5108
0.1, 2000, False, 0.7, 0.1, 1,-2.5108
0.1, 2000, False, 0.7, 0.2, 1,-2.5108
0.1, 2000, False, 0.7, 0.4, 1,-2.5108
0.1, 2000, False, 0.7, 0.6, 1,-2.5108
0.1, 2000, False, 0.7, 0.8, 1,-2.5108
0.1, 2000, False, 0.7, 0.9, 1,-2.5108
0.1, 2000, False, 0.7, 0.99, 1,-2.5108
0.1, 2000, False, 0.7, 0.05, 2,-2.5108
0.1, 2000, False, 0.7, 0.1, 2,-2.5108
0.1, 2000, False, 0.7, 0.2, 2,-2.5108
0.1, 2000, False, 0.7, 0.4, 2,-0.25
0.1, 2000, False, 0.7, 0.6, 2,-0.25
0.1, 2000, False, 0.7, 0.8, 2,-0.25
0.1, 2000, False, 0.7, 0.9, 2,-0.25
0.1, 2000, False, 0.7, 0.99, 2,-0.25
0.1, 2000, False, 0.7, 0.05, 4,-2.5108
0.1, 2000, False, 0.7, 0.1, 4,-2.5108
0.1, 2000, False, 0.7, 0.2, 4,-2.5108
0.1, 2000, False, 0.7, 0.4, 4,-0.25
0.1, 2000, False, 0.7, 0.6, 4,-0.25
0.1, 2000, False, 0.7, 0.8, 4,-0.25
0.1, 2000, False, 0.7, 0.9, 4,-0.25
0.1, 2000, False, 0.7, 0.99, 4,-0.25
0.1, 2000, False, 0.7, 0.05, 8,-2.5108
0.1, 2000, False, 0.7, 0.1, 8,-2.5108
0.1, 2000, False, 0.7, 0.2, 8,-2.5108
0.1, 2000, False, 0.7, 0.4, 8,-0.25
0.1, 2000, False, 0.7, 0.6, 8,-0.25
0.1, 2000, False, 0.7, 0.8, 8,-0.25
0.1, 2000, False, 0.7, 0.9, 8,-0.25
0.1, 2000, False, 0.7, 0.99, 8,-0.25
0.1, 2000, False, 0.7, 0.05, 16,-2.5108
0.1, 2000, False, 0.7, 0.1, 16,-2.5108
0.1, 2000, False, 0.7, 0.2, 16,-2.5108
0.1, 2000, False, 0.7, 0.4, 16,-0.25
0.1, 2000, False, 0.7, 0.6, 16,-0.25
0.1, 2000, False, 0.7, 0.05, 32,-2.5108
0.1, 2000, False, 0.7, 0.1, 32,-2.5108
0.1, 2000, False, 0.7, 0.2, 32,-2.5108
0.1, 2000, False, 0.7, 0.4, 32,-0.25
0.1, 2000, False, 0.7, 0.6, 32,-0.25
0.1, 2000, False, 0.7, 0.05, 64,-2.5108
0.1, 2000, False, 0.7, 0.1, 64,-2.5108
0.1, 2000, False, 0.7, 0.2, 64,-2.5108
0.1, 2000, False, 0.7, 0.4, 64,-0.25
0.1, 2000, False, 0.7, 0.6, 64,-0.25
0.1, 2000, False, 0.7, 0.05, 100,-2.5108
0.1, 2000, False, 0.7, 0.1, 100,-2.5108
0.1, 2000, False, 0.7, 0.2, 100,-2.5108
0.1, 2000, False, 0.7, 0.4, 100,-0.25
0.1, 2000, False, 0.7, 0.6, 100,-0.25
0.1, 2000, False, 0.9, 0.05, 1,-2.7476000000000003
0.1, 2000, False, 0.9, 0.1, 1,-2.7476000000000003
0.1, 2000, False, 0.9, 0.2, 1,-2.7476000000000003
0.1, 2000, False, 0.9, 0.4, 1,-2.7476000000000003
0.1, 2000, False, 0.9, 0.6, 1,-2.7476000000000003
0.1, 2000, False, 0.9, 0.8, 1,-2.7476000000000003
0.1, 2000, False, 0.9, 0.9, 1,-2.7476000000000003
0.1, 2000, False, 0.9, 0.99, 1,-2.7476000000000003
0.1, 2000, False, 0.9, 0.05, 2,-2.7476000000000003
0.1, 2000, False, 0.9, 0.1, 2,-2.7476000000000003
0.1, 2000, False, 0.9, 0.2, 2,-2.7476000000000003
